6.6,-5.3671,39.2,74,7.0168,12.6,9.3,-5.0607,2
5.8,-5.3662,46.9,-112.6,5.7299,12.2,269.8,-3.9906,2
6.6,-5.2852,36.9,27.4,7.0078,7,338.1,-4.7998,2
6.2,-5.2379,57,-157.9,6.4526,11.4,97.4,-4.9033,2
6.7,-5.2129,-9.2,-71.3,6.8932,599.4,326.9,-5.6087,2
6.9,-5.1806,-4.1,129.5,7.0766,21,42.2,-4.8982,2
6.9,-5.1699,5.5,125.1,7.0586,26,39.6,-4.8833,2
6.2,-5.15,59.8,-136.7,6.2668,2.2,135,-3.9567,2
6.6,-5.1054,56.9,162.8,6.7138,15.5,67.8,-4.5983,2
6.5,-5.0351,51.6,-173.1,6.5857,15,76.6,-4.899,2
7.1,-5.0115,-47.6,85.1,7.2589,35,84.3,-4.9324,2
6.9,-4.9714,37.4,141.4,6.8868,11.4,46.5,-4.8737,2
6.5,-4.8609,40.5,-126.2,5.9374,12.1,35.5,-3.7084,2
6.8,-4.8369,13.8,-90.9,6.6552,46.8,329.6,-4.5556,2
7.3,-4.8264,4.5,122.6,7.0686,612.7,39,-5.0985,2
7.9,-4.0739,-6.2,155.1,7.0064,136,43.3,-3.7045,2
8.3,-3.358,-31.6,-71.7,6.996,22.4,329.2,-3.4451,2
